Match ID,Team,Champion,Type,Order
53602,Gen.G eSports,Yone,Pick,11
53602,Bilibili Gaming,Orianna,Pick,12
53602,Bilibili Gaming,Zeri,Ban,13
53602,Gen.G eSports,Aphelios,Ban,14
53602,Bilibili Gaming,Draven,Ban,15
53602,Gen.G eSports,Kalista,Ban,16
53602,Bilibili Gaming,Caitlyn,Pick,17
53602,Gen.G eSports,Kaisa,Pick,18
53602,Gen.G eSports,Nautilus,Pick,19
53602,Bilibili Gaming,Braum,Pick,20
53603,Bilibili Gaming,Sylas,Ban,1
53603,Gen.G eSports,Xayah,Ban,2
53603,Bilibili Gaming,Rakan,Ban,3
53603,Gen.G eSports,Renata Glasc,Ban,4
53603,Bilibili Gaming,Yone,Ban,5
53603,Gen.G eSports,Jax,Ban,6
53603,Bilibili Gaming,KSante,Pick,7
53603,Gen.G eSports,Rumble,Pick,8
53603,Gen.G eSports,Vi,Pick,9
53603,Bilibili Gaming,Jarvan IV,Pick,10
53603,Bilibili Gaming,Neeko,Pick,11
53603,Gen.G eSports,Akali,Pick,12
53603,Gen.G eSports,Caitlyn,Ban,13
53603,Bilibili Gaming,Nautilus,Ban,14
53603,Gen.G eSports,Aphelios,Ban,15
53603,Bilibili Gaming,Kaisa,Ban,16
53603,Gen.G eSports,Kalista,Pick,17
53603,Bilibili Gaming,Ashe,Pick,18
53603,Bilibili Gaming,Tahm Kench,Pick,19
53603,Gen.G eSports,Rell,Pick,20
53604,Bilibili Gaming,Sylas,Ban,1
53604,Gen.G eSports,Xayah,Ban,2
53604,Bilibili Gaming,Rakan,Ban,3
53604,Gen.G eSports,Renata Glasc,Ban,4
53604,Bilibili Gaming,Aatrox,Ban,5
53604,Gen.G eSports,Jax,Ban,6
53604,Bilibili Gaming,Rumble,Pick,7
53604,Gen.G eSports,Gnar,Pick,8
53604,Gen.G eSports,Vi,Pick,9
53604,Bilibili Gaming,Jarvan IV,Pick,10
53604,Bilibili Gaming,Orianna,Pick,11
53604,Gen.G eSports,Akali,Pick,12
53604,Gen.G eSports,Caitlyn,Ban,13
53604,Bilibili Gaming,Nautilus,Ban,14
53604,Gen.G eSports,Aphelios,Ban,15
53604,Bilibili Gaming,Kalista,Ban,16
53604,Gen.G eSports,Kaisa,Pick,17
53604,Bilibili Gaming,Tahm Kench,Pick,18
53604,Bilibili Gaming,Senna,Pick,19
53604,Gen.G eSports,Rell,Pick,20
53605,JD Gaming,Rumble,Ban,1
53605,KT Rolster,Xayah,Ban,2
53605,JD Gaming,Neeko,Ban,3
53605,KT Rolster,Kalista,Ban,4
53605,JD Gaming,Azir,Ban,5
53605,KT Rolster,Jarvan IV,Ban,6
53605,JD Gaming,Renekton,Pick,7
53605,KT Rolster,Jax,Pick,8
53605,KT Rolster,Sejuani,Pick,9
53605,JD Gaming,Rell,Pick,10
53605,JD Gaming,Orianna,Pick,11
53605,KT Rolster,Akali,Pick,12
53605,KT Rolster,Vi,Ban,13
53605,JD Gaming,Nautilus,Ban,14
53605,KT Rolster,Wukong,Ban,15
53605,JD Gaming,Taliyah,Ban,16
53605,KT Rolster,Aphelios,Pick,17
53605,JD Gaming,Zeri,Pick,18
53605,JD Gaming,Rakan,Pick,19
53605,KT Rolster,Lulu,Pick,20
53606,JD Gaming,Rumble,Ban,1
53606,KT Rolster,Xayah,Ban,2
53606,JD Gaming,Sejuani,Ban,3
53606,KT Rolster,Kalista,Ban,4
53606,JD Gaming,Azir,Ban,5
53606,KT Rolster,Jarvan IV,Ban,6
53606,JD Gaming,Aatrox,Pick,7
53606,KT Rolster,Renekton,Pick,8
53606,KT Rolster,Viego,Pick,9
53606,JD Gaming,Vi,Pick,10
53606,JD Gaming,Neeko,Pick,11
53606,KT Rolster,Orianna,Pick,12
53606,KT Rolster,Kaisa,Ban,13
53606,JD Gaming,Poppy,Ban,14
53606,KT Rolster,Zeri,Ban,15
53606,JD Gaming,Rell,Ban,16
53606,KT Rolster,Aphelios,Pick,17
53606,JD Gaming,Jinx,Pick,18
53606,JD Gaming,Rakan,Pick,19
53606,KT Rolster,Renata Glasc,Pick,20
53607,KT Rolster,Kalista,Ban,1
53607,JD Gaming,Rumble,Ban,2
53607,KT Rolster,Jarvan IV,Ban,3
53607,JD Gaming,Neeko,Ban,4
53607,KT Rolster,Renata Glasc,Ban,5
53607,JD Gaming,Sejuani,Ban,6
53607,KT Rolster,Jax,Pick,7
53607,JD Gaming,Aatrox,Pick,8
53607,JD Gaming,Wukong,Pick,9
53607,KT Rolster,Rell,Pick,10
53607,KT Rolster,Azir,Pick,11
53607,JD Gaming,Orianna,Pick,12
53607,JD Gaming,Viego,Ban,13
53607,KT Rolster,Kaisa,Ban,14
53607,JD Gaming,Poppy,Ban,15
53607,KT Rolster,Zeri,Ban,16
53607,JD Gaming,Sivir,Pick,17
53607,KT Rolster,Xayah,Pick,18
53607,KT Rolster,Nautilus,Pick,19
53607,JD Gaming,Rakan,Pick,20
53608,KT Rolster,Kalista,Ban,1
53608,JD Gaming,Rumble,Ban,2
53608,KT Rolster,Jarvan IV,Ban,3
53608,JD Gaming,Neeko,Ban,4
53608,KT Rolster,Wukong,Ban,5
53608,JD Gaming,Sejuani,Ban,6
53608,KT Rolster,Jax,Pick,7
53608,JD Gaming,Gragas,Pick,8
53608,JD Gaming,Lee Sin,Pick,9
53608,KT Rolster,Vi,Pick,10
53608,KT Rolster,Syndra,Pick,11
53608,JD Gaming,Orianna,Pick,12
53608,JD Gaming,Akali,Ban,13
53608,KT Rolster,Aatrox,Ban,14
53608,JD Gaming,Azir,Ban,15
53608,KT Rolster,Rell,Ban,16
53608,JD Gaming,Kaisa,Pick,17
53608,KT Rolster,Xayah,Pick,18
53608,KT Rolster,Lulu,Pick,19
53608,JD Gaming,Rakan,Pick,20
53610,LNG Esports,Caitlyn,Ban,1
53610,T1,Xayah,Ban,2
53610,LNG Esports,Renata Glasc,Ban,3
53610,T1,Neeko,Ban,4
53610,LNG Esports,Rumble,Ban,5
53610,T1,Jax,Ban,6
53610,LNG Esports,Gwen,Pick,7
53610,T1,Aatrox,Pick,8
53610,T1,Rell,Pick,9
53610,LNG Esports,Jarvan IV,Pick,10
53610,LNG Esports,Azir,Pick,11
53610,T1,Orianna,Pick,12
53610,T1,Nautilus,Ban,13
53610,LNG Esports,Aphelios,Ban,14
53610,T1,Alistar,Ban,15
53610,LNG Esports,Rakan,Ban,16
53610,T1,Nilah,Pick,17
53610,LNG Esports,Kaisa,Pick,18
53610,LNG Esports,Blitzcrank,Pick,19
53610,T1,Senna,Pick,20
53611,LNG Esports,Rumble,Ban,1
53611,T1,Xayah,Ban,2
53611,LNG Esports,Jarvan IV,Ban,3
53611,T1,Neeko,Ban,4
53611,LNG Esports,Azir,Ban,5
53611,T1,Orianna,Ban,6
53611,LNG Esports,Gwen,Pick,7
53611,T1,Aatrox,Pick,8
53611,T1,Rell,Pick,9
53611,LNG Esports,Maokai,Pick,10
53611,LNG Esports,Jayce,Pick,11
53611,T1,Sylas,Pick,12
53611,T1,Kaisa,Ban,13
53611,LNG Esports,Caitlyn,Ban,14
53611,T1,Nautilus,Ban,15
53611,LNG Esports,Renata Glasc,Ban,16
53611,T1,Varus,Pick,17
53611,LNG Esports,Aphelios,Pick,18
53611,LNG Esports,Rakan,Pick,19
53611,T1,Ashe,Pick,20
53612,LNG Esports,Rumble,Ban,1
53612,T1,Xayah,Ban,2
53612,LNG Esports,Jarvan IV,Ban,3
53612,T1,Neeko,Ban,4
53612,LNG Esports,Rell,Ban,5
53612,T1,Maokai,Ban,6
53612,LNG Esports,Renekton,Pick,7
53612,T1,Jayce,Pick,8
53612,T1,Poppy,Pick,9
53612,LNG Esports,Sejuani,Pick,10
53612,LNG Esports,Orianna,Pick,11
53612,T1,Azir,Pick,12
53612,T1,Caitlyn,Ban,13
53612,LNG Esports,Kalista,Ban,14
53612,T1,Kaisa,Ban,15
53612,LNG Esports,Gnar,Ban,16
53612,T1,Varus,Pick,17
53612,LNG Esports,Aphelios,Pick,18
53612,LNG Esports,Milio,Pick,19
53612,T1,Renata Glasc,Pick,20
53613,Weibo Gaming,Jax,Ban,1
53613,Bilibili Gaming,Orianna,Ban,2
53613,Weibo Gaming,Jarvan IV,Ban,3
53613,Bilibili Gaming,Kalista,Ban,4
53613,Weibo Gaming,Rakan,Ban,5
53613,Bilibili Gaming,Caitlyn,Ban,6
53613,Weibo Gaming,Rumble,Pick,7
53613,Bilibili Gaming,Aatrox,Pick,8
53613,Bilibili Gaming,Vi,Pick,9
53613,Weibo Gaming,Belveth,Pick,10
53613,Weibo Gaming,Neeko,Pick,11
53613,Bilibili Gaming,Syndra,Pick,12
53613,Bilibili Gaming,Renata Glasc,Ban,13
53613,Weibo Gaming,Nautilus,Ban,14
53613,Bilibili Gaming,Wukong,Ban,15
53613,Weibo Gaming,Blitzcrank,Ban,16
53613,Bilibili Gaming,Xayah,Pick,17
53613,Weibo Gaming,Aphelios,Pick,18
53613,Weibo Gaming,Milio,Pick,19
53613,Bilibili Gaming,Rell,Pick,20
53614,Bilibili Gaming,Rumble,Ban,1
53614,Weibo Gaming,Jarvan IV,Ban,2
53614,Bilibili Gaming,Belveth,Ban,3
53614,Weibo Gaming,Neeko,Ban,4
53614,Bilibili Gaming,Renata Glasc,Ban,5
53614,Weibo Gaming,Orianna,Ban,6
53614,Bilibili Gaming,Jax,Pick,7
53614,Weibo Gaming,Aatrox,Pick,8
53614,Weibo Gaming,Maokai,Pick,9
53614,Bilibili Gaming,Vi,Pick,10
53614,Bilibili Gaming,Sylas,Pick,11
53614,Weibo Gaming,Azir,Pick,12
53614,Weibo Gaming,Rell,Ban,13
53614,Bilibili Gaming,Jayce,Ban,14
53614,Weibo Gaming,Sejuani,Ban,15
53614,Bilibili Gaming,KSante,Ban,16
53614,Weibo Gaming,Caitlyn,Pick,17
53614,Bilibili Gaming,Varus,Pick,18
53614,Bilibili Gaming,Ashe,Pick,19
53614,Weibo Gaming,Lux,Pick,20
53615,Weibo Gaming,Jax,Ban,1
53615,Bilibili Gaming,Rumble,Ban,2
53615,Weibo Gaming,Jarvan IV,Ban,3
53615,Bilibili Gaming,Orianna,Ban,4
53615,Weibo Gaming,Rakan,Ban,5
53615,Bilibili Gaming,Neeko,Ban,6
53615,Weibo Gaming,Graves,Pick,7
53615,Bilibili Gaming,Aatrox,Pick,8
53615,Bilibili Gaming,Vi,Pick,9
53615,Weibo Gaming,Poppy,Pick,10
53615,Weibo Gaming,Syndra,Pick,11
53615,Bilibili Gaming,Akali,Pick,12
53615,Bilibili Gaming,Taliyah,Ban,13
53615,Weibo Gaming,Sylas,Ban,14
53615,Bilibili Gaming,Azir,Ban,15
53615,Weibo Gaming,Ahri,Ban,16
53615,Bilibili Gaming,Kalista,Pick,17
53615,Weibo Gaming,Varus,Pick,18
53615,Weibo Gaming,Ashe,Pick,19
53615,Bilibili Gaming,Caitlyn,Pick,20
53616,Bilibili Gaming,Rumble,Ban,1
53616,Weibo Gaming,Neeko,Ban,2
53616,Bilibili Gaming,Poppy,Ban,3
53616,Weibo Gaming,Jarvan IV,Ban,4
53616,Bilibili Gaming,Belveth,Ban,5
53616,Weibo Gaming,Vi,Ban,6
53616,Bilibili Gaming,Jax,Pick,7
53616,Weibo Gaming,Quinn,Pick,8
53616,Weibo Gaming,Rell,Pick,9
53616,Bilibili Gaming,Sejuani,Pick,10
53616,Bilibili Gaming,Orianna,Pick,11
53616,Weibo Gaming,Syndra,Pick,12
53616,Weibo Gaming,Tahm Kench,Ban,13
53616,Bilibili Gaming,Caitlyn,Ban,14
53616,Weibo Gaming,Rakan,Ban,15
53616,Bilibili Gaming,Kalista,Ban,16
53616,Weibo Gaming,Ashe,Pick,17
53616,Bilibili Gaming,Aphelios,Pick,18
53616,Bilibili Gaming,Bard,Pick,19
53616,Weibo Gaming,Heimerdinger,Pick,20
53617,Weibo Gaming,Jax,Ban,1
53617,Bilibili Gaming,Rumble,Ban,2
53617,Weibo Gaming,Jarvan IV,Ban,3
53617,Bilibili Gaming,Orianna,Ban,4
53617,Weibo Gaming,Sylas,Ban,5
53617,Bilibili Gaming,Neeko,Ban,6
53617,Weibo Gaming,Ornn,Pick,7
53617,Bilibili Gaming,KSante,Pick,8
53617,Bilibili Gaming,Sejuani,Pick,9
53617,Weibo Gaming,Maokai,Pick,10
53617,Weibo Gaming,Azir,Pick,11
53617,Bilibili Gaming,Jayce,Pick,12
53617,Bilibili Gaming,Gnar,Ban,13
53617,Weibo Gaming,Rakan,Ban,14
53617,Bilibili Gaming,Aatrox,Ban,15
53617,Weibo Gaming,Ashe,Ban,16
53617,Bilibili Gaming,Caitlyn,Pick,17
53617,Weibo Gaming,Kalista,Pick,18
53617,Weibo Gaming,Renata Glasc,Pick,19
53617,Bilibili Gaming,Lux,Pick,20
53618,T1,Rakan,Ban,1
53618,JD Gaming,Ashe,Ban,2
53618,T1,Neeko,Ban,3
53618,JD Gaming,Poppy,Ban,4
53618,T1,Jarvan IV,Ban,5
53618,JD Gaming,Kalista,Ban,6
53618,T1,Aatrox,Pick,7
53618,JD Gaming,Rumble,Pick,8
53618,JD Gaming,Vi,Pick,9
53618,T1,Rell,Pick,10
53618,T1,Orianna,Pick,11
53618,JD Gaming,Akali,Pick,12
53618,JD Gaming,Senna,Ban,13
53618,T1,Nautilus,Ban,14
53618,JD Gaming,Caitlyn,Ban,15
53618,T1,Renata Glasc,Ban,16
53618,JD Gaming,Xayah,Pick,17
53618,T1,Jhin,Pick,18
53618,T1,Bard,Pick,19
53618,JD Gaming,Alistar,Pick,20
53619,JD Gaming,Rumble,Ban,1
53619,T1,Rakan,Ban,2
53619,JD Gaming,Poppy,Ban,3
53619,T1,Neeko,Ban,4
53619,JD Gaming,Akali,Ban,5
53619,T1,Jarvan IV,Ban,6
53619,JD Gaming,KSante,Pick,7
53619,T1,Aatrox,Pick,8
53619,T1,Maokai,Pick,9
53619,JD Gaming,Vi,Pick,10
53619,JD Gaming,Orianna,Pick,11
53619,T1,Azir,Pick,12
53619,T1,Nautilus,Ban,13
53619,JD Gaming,Gwen,Ban,14
53619,T1,Blitzcrank,Ban,15
53619,JD Gaming,Rell,Ban,16
53619,T1,Caitlyn,Pick,17
53619,JD Gaming,Kalista,Pick,18
53619,JD Gaming,Senna,Pick,19
53619,T1,Ashe,Pick,20
53620,T1,Rakan,Ban,1
53620,JD Gaming,Rumble,Ban,2
53620,T1,Neeko,Ban,3
53620,JD Gaming,Orianna,Ban,4
53620,T1,Jarvan IV,Ban,5
53620,JD Gaming,Poppy,Ban,6
53620,T1,Aatrox,Pick,7
53620,JD Gaming,Renekton,Pick,8
53620,JD Gaming,Wukong,Pick,9
53620,T1,Rell,Pick,10
53620,T1,Azir,Pick,11
53620,JD Gaming,Taliyah,Pick,12
53620,JD Gaming,Pyke,Ban,13
53620,T1,Akali,Ban,14
53620,JD Gaming,Bard,Ban,15
53620,T1,KSante,Ban,16
53620,JD Gaming,Varus,Pick,17
53620,T1,Kalista,Pick,18
53620,T1,Renata Glasc,Pick,19
53620,JD Gaming,Ashe,Pick,20
53621,JD Gaming,Rumble,Ban,1
53621,T1,Rakan,Ban,2
53621,JD Gaming,Poppy,Ban,3
53621,T1,Neeko,Ban,4
53621,JD Gaming,Rell,Ban,5
53621,T1,Kalista,Ban,6
53621,JD Gaming,Aatrox,Pick,7
53621,T1,Yone,Pick,8
53621,T1,Jarvan IV,Pick,9
53621,JD Gaming,Belveth,Pick,10
53621,JD Gaming,Orianna,Pick,11
53621,T1,Azir,Pick,12
53621,T1,Kaisa,Ban,13
53621,JD Gaming,Ashe,Ban,14
53621,T1,Xayah,Ban,15
53621,JD Gaming,Renata Glasc,Ban,16
53621,T1,Varus,Pick,17
53621,JD Gaming,Zeri,Pick,18
53621,JD Gaming,Lulu,Pick,19
53621,T1,Bard,Pick,20
53622,Weibo Gaming,Jarvan IV,Ban,1
53622,T1,Neeko,Ban,2
53622,Weibo Gaming,Azir,Ban,3
53622,T1,Orianna,Ban,4
53622,Weibo Gaming,Sylas,Ban,5
53622,T1,Rumble,Ban,6
53622,Weibo Gaming,Aatrox,Pick,7
53622,T1,Yone,Pick,8
53622,T1,Lee Sin,Pick,9
53622,Weibo Gaming,Maokai,Pick,10
53622,Weibo Gaming,Jayce,Pick,11
53622,T1,Ahri,Pick,12
53622,T1,Ashe,Ban,13
53622,Weibo Gaming,Sejuani,Ban,14
53622,T1,Varus,Ban,15
53622,Weibo Gaming,Rell,Ban,16
53622,T1,Kalista,Pick,17
53622,Weibo Gaming,Tahm Kench,Pick,18
53622,Weibo Gaming,Senna,Pick,19
53622,T1,Renata Glasc,Pick,20
53623,Weibo Gaming,Azir,Ban,1
53623,T1,Neeko,Ban,2
53623,Weibo Gaming,Jarvan IV,Ban,3
53623,T1,Orianna,Ban,4
53623,Weibo Gaming,Ashe,Ban,5
53623,T1,Rumble,Ban,6
53623,Weibo Gaming,Aatrox,Pick,7
53623,T1,Gwen,Pick,8
53623,T1,Nocturne,Pick,9
53623,Weibo Gaming,Maokai,Pick,10
53623,Weibo Gaming,Ahri,Pick,11
53623,T1,Sylas,Pick,12
53623,T1,Jayce,Ban,13
53623,Weibo Gaming,Poppy,Ban,14
53623,T1,KSante,Ban,15
53623,Weibo Gaming,Yone,Ban,16
53623,T1,Draven,Pick,17
53623,Weibo Gaming,Kalista,Pick,18
53623,Weibo Gaming,Senna,Pick,19
53623,T1,Renata Glasc,Pick,20
53624,Weibo Gaming,Jarvan IV,Ban,1
53624,T1,Neeko,Ban,2
53624,Weibo Gaming,Ashe,Ban,3
53624,T1,Rumble,Ban,4
53624,Weibo Gaming,Renata Glasc,Ban,5
53624,T1,Orianna,Ban,6
53624,Weibo Gaming,Kennen,Pick,7
53624,T1,Aatrox,Pick,8
53624,T1,Lee Sin,Pick,9
53624,Weibo Gaming,Belveth,Pick,10
53624,Weibo Gaming,Azir,Pick,11
53624,T1,Akali,Pick,12
53624,T1,Poppy,Ban,13
53624,Weibo Gaming,Wukong,Ban,14
53624,T1,KSante,Ban,15
53624,Weibo Gaming,Jayce,Ban,16
53624,T1,Xayah,Pick,17
53624,Weibo Gaming,Varus,Pick,18
53624,Weibo Gaming,Bard,Pick,19
53624,T1,Rakan,Pick,20
53625,Weibo Gaming,Kalista,Ban,1
53625,Ninjas in Pyjamas,Ashe,Ban,2
53625,Weibo Gaming,Nocturne,Ban,3
53625,Ninjas in Pyjamas,Lee Sin,Ban,4
53625,Weibo Gaming,Rumble,Ban,5
53625,Ninjas in Pyjamas,Jax,Ban,6
53625,Weibo Gaming,KSante,Pick,7
53625,Ninjas in Pyjamas,Renekton,Pick,8
53625,Ninjas in Pyjamas,Vi,Pick,9
53625,Weibo Gaming,Xin Zhao,Pick,10
53625,Weibo Gaming,LeBlanc,Pick,11
53625,Ninjas in Pyjamas,Azir,Pick,12
53625,Ninjas in Pyjamas,Poppy,Ban,13
53625,Weibo Gaming,Ahri,Ban,14
53625,Ninjas in Pyjamas,Graves,Ban,15
53625,Weibo Gaming,Neeko,Ban,16
53625,Ninjas in Pyjamas,Lucian,Pick,17
53625,Weibo Gaming,Aphelios,Pick,18
53625,Weibo Gaming,Lulu,Pick,19
53625,Ninjas in Pyjamas,Milio,Pick,20
53626,Ninjas in Pyjamas,Nocturne,Ban,1
53626,Weibo Gaming,LeBlanc,Ban,2
53626,Ninjas in Pyjamas,Lee Sin,Ban,3
53626,Weibo Gaming,Rumble,Ban,4
53626,Ninjas in Pyjamas,Jax,Ban,5
53626,Weibo Gaming,Orianna,Ban,6
53626,Ninjas in Pyjamas,Renekton,Pick,7
53626,Weibo Gaming,Ornn,Pick,8
53626,Weibo Gaming,Sejuani,Pick,9
53626,Ninjas in Pyjamas,Poppy,Pick,10
53626,Ninjas in Pyjamas,Syndra,Pick,11
53626,Weibo Gaming,Sylas,Pick,12
53626,Weibo Gaming,Azir,Ban,13
53626,Ninjas in Pyjamas,KSante,Ban,14
53626,Weibo Gaming,Neeko,Ban,15
53626,Ninjas in Pyjamas,Akali,Ban,16
53626,Weibo Gaming,Kalista,Pick,17
53626,Ninjas in Pyjamas,Varus,Pick,18
53626,Ninjas in Pyjamas,Ashe,Pick,19
53626,Weibo Gaming,Renata Glasc,Pick,20
53627,Weibo Gaming,Kalista,Ban,1
53627,Ninjas in Pyjamas,Ashe,Ban,2
53627,Weibo Gaming,Nocturne,Ban,3
53627,Ninjas in Pyjamas,LeBlanc,Ban,4
53627,Weibo Gaming,Neeko,Ban,5
53627,Ninjas in Pyjamas,Lucian,Ban,6
53627,Weibo Gaming,Rumble,Pick,7
53627,Ninjas in Pyjamas,Jax,Pick,8
53627,Ninjas in Pyjamas,Sejuani,Pick,9
53627,Weibo Gaming,Lee Sin,Pick,10
53627,Weibo Gaming,Ahri,Pick,11
53627,Ninjas in Pyjamas,Akali,Pick,12
53627,Ninjas in Pyjamas,Sylas,Ban,13
53627,Weibo Gaming,Senna,Ban,14
53627,Ninjas in Pyjamas,Azir,Ban,15
53627,Weibo Gaming,Rakan,Ban,16
53627,Ninjas in Pyjamas,Varus,Pick,17
53627,Weibo Gaming,Draven,Pick,18
53627,Weibo Gaming,Renata Glasc,Pick,19
53627,Ninjas in Pyjamas,Braum,Pick,20
53628,Ninjas in Pyjamas,Lee Sin,Ban,1
53628,Weibo Gaming,LeBlanc,Ban,2
53628,Ninjas in Pyjamas,Nocturne,Ban,3
53628,Weibo Gaming,Rumble,Ban,4
53628,Ninjas in Pyjamas,Akali,Ban,5
53628,Weibo Gaming,Ashe,Ban,6
53628,Ninjas in Pyjamas,Renekton,Pick,7
53628,Weibo Gaming,Jax,Pick,8
53628,Weibo Gaming,Sejuani,Pick,9
53628,Ninjas in Pyjamas,Maokai,Pick,10
53628,Ninjas in Pyjamas,Azir,Pick,11
53628,Weibo Gaming,Ahri,Pick,12
53628,Weibo Gaming,Poppy,Ban,13
53628,Ninjas in Pyjamas,Xin Zhao,Ban,14
53628,Weibo Gaming,KSante,Ban,15
53628,Ninjas in Pyjamas,Sylas,Ban,16
53628,Weibo Gaming,Draven,Pick,17
53628,Ninjas in Pyjamas,Kalista,Pick,18
53628,Ninjas in Pyjamas,Senna,Pick,19
53628,Weibo Gaming,Renata Glasc,Pick,20
53629,Weibo Gaming,Kalista,Ban,1
53629,Ninjas in Pyjamas,Ashe,Ban,2
53629,Weibo Gaming,Nocturne,Ban,3
53629,Ninjas in Pyjamas,LeBlanc,Ban,4
53629,Weibo Gaming,Neeko,Ban,5
53629,Ninjas in Pyjamas,Lee Sin,Ban,6
53629,Weibo Gaming,Rumble,Pick,7
53629,Ninjas in Pyjamas,Jax,Pick,8
53629,Ninjas in Pyjamas,Poppy,Pick,9
53629,Weibo Gaming,Viego,Pick,10
53629,Weibo Gaming,Orianna,Pick,11
53629,Ninjas in Pyjamas,Azir,Pick,12
53629,Ninjas in Pyjamas,Akali,Ban,13
53629,Weibo Gaming,Nautilus,Ban,14
53629,Ninjas in Pyjamas,Xin Zhao,Ban,15
53629,Weibo Gaming,Rakan,Ban,16
53629,Ninjas in Pyjamas,Varus,Pick,17
53629,Weibo Gaming,Lucian,Pick,18
53629,Weibo Gaming,Milio,Pick,19
53629,Ninjas in Pyjamas,Renata Glasc,Pick,20
53630,Bilibili Gaming,Nautilus,Ban,1
53630,Royal Never Give Up,Ashe,Ban,2
53630,Bilibili Gaming,Nocturne,Ban,3
53630,Royal Never Give Up,Kalista,Ban,4
53630,Bilibili Gaming,Poppy,Ban,5
53630,Royal Never Give Up,Jax,Ban,6
53630,Bilibili Gaming,Rumble,Pick,7
53630,Royal Never Give Up,Aatrox,Pick,8
53630,Royal Never Give Up,Vi,Pick,9
53630,Bilibili Gaming,Lee Sin,Pick,10
53630,Bilibili Gaming,LeBlanc,Pick,11
53630,Royal Never Give Up,Akali,Pick,12
53630,Royal Never Give Up,Caitlyn,Ban,13
53630,Bilibili Gaming,Neeko,Ban,14
53630,Royal Never Give Up,Varus,Ban,15
53630,Bilibili Gaming,Orianna,Ban,16
53630,Royal Never Give Up,Lucian,Pick,17
53630,Bilibili Gaming,Xayah,Pick,18
53630,Bilibili Gaming,Rakan,Pick,19
53630,Royal Never Give Up,Milio,Pick,20
53631,Royal Never Give Up,Ashe,Ban,1
53631,Bilibili Gaming,Nautilus,Ban,2
53631,Royal Never Give Up,LeBlanc,Ban,3
53631,Bilibili Gaming,Nocturne,Ban,4
53631,Royal Never Give Up,Kalista,Ban,5
53631,Bilibili Gaming,Poppy,Ban,6
53631,Royal Never Give Up,Jax,Pick,7
53631,Bilibili Gaming,Aatrox,Pick,8
53631,Bilibili Gaming,Vi,Pick,9
53631,Royal Never Give Up,Sejuani,Pick,10
53631,Royal Never Give Up,Azir,Pick,11
53631,Bilibili Gaming,Neeko,Pick,12
53631,Bilibili Gaming,Senna,Ban,13
53631,Royal Never Give Up,Milio,Ban,14
53631,Bilibili Gaming,Renata Glasc,Ban,15
53631,Royal Never Give Up,Rakan,Ban,16
53631,Bilibili Gaming,Kaisa,Pick,17
53631,Royal Never Give Up,Xayah,Pick,18
53631,Royal Never Give Up,Rell,Pick,19
53631,Bilibili Gaming,Alistar,Pick,20
53632,Bilibili Gaming,Nautilus,Ban,1
53632,Royal Never Give Up,Ashe,Ban,2
53632,Bilibili Gaming,Nocturne,Ban,3
